|stems|tags|text
380|statutori rape law vari state state set age consent differ|Rape|Statutory rape laws vary by state, with states setting the age of consent differently.
381|rape sexual intercours forc anoth without person consent person act crimin throughout unit state legal term vari state state state label crime rape|Rape|Rape is sexual intercourse that is forced on another without the person’s consent or against the person’s will. This act is criminalized throughout the United States, but the legal term for it varies from state to state. Some states label this crime as rape
382|law regard rape crimin sexual penetr usual defin conduct feloni seriou penalti|Rape|laws regarding rape and criminal sexual penetration usually define this conduct as a felony with serious penalties
383|rape tradit describ act male forc femal sexual intercours sexual penetr vagina peni common law rape requir victim|Rape|rape traditionally describes the act of a male forcing a female to have sexual intercourse (sexual penetration of the vagina by the penis) with him. Common law rape required by the victim
384|crime rape gener refer non consensu sexual intercours commit physic forc threat injuri duress|Rape|The crime of rape generally refers to non-consensual sexual intercourse that is committed by physical force, threat of injury, or other duress.
385|prosecutor charg rape offend victim preexist includ call date rape even offend victim spous|Rape|Prosecutors can charge rape when an offender and victim have a preexisting (including so-called date rape), or even when the offender is the victim's spouse.
386|punish form rape gener lengthi prison sentenc specif durat base law state addit convict defend normal regist sex offend life|Rape|The punishment for any form of rape is generally a lengthy prison sentence, the specific duration of which will be based on the laws of your state. In addition, a convicted defendant normally will have to register as a sex offender for life.
387|robberi defin take away good properti forc intimid intent perman depriv owner item robberi arm robberi assault intent rob commonli punish maximum sentenc life imprison|Robbery|Robbery is defined as taking away of goods or property by force or intimidation, with the intention of permanently depriving the owner of those items. Robbery, armed robbery and assault with intent to rob, are commonly punishable with a maximum sentence of life imprisonment.
388|seen element forc sit core robberi time forc matter exampl thief use violenc attempt flee scene charg would includ offens necessarili robberi|Robbery|As can be seen, the element of force sits at the core of robbery. The timing of the force matters, too. For example, if a thief uses violence only when attempting to flee the scene, the charges would include other offenses but not necessarily robbery.
389|robberi take someth valu anoth person use forc|Robbery|Robbery is the taking of something of value from another person using force
390|aggrav robberi seriou crime|Robbery|Aggravated robbery is a serious crime
391|definit aggrav robberi|Robbery|the definition of aggravated robbery
392|penalti aggrav robberi convict vari depend circumst|Robbery|The penalty for an aggravated robbery conviction will vary depending on the circumstances.
393|jurisdict aggrav robberi consid feloni|Robbery|In most jurisdictions, aggravated robbery is considered a felony.
394|aggrav robberi difficult defend court unless wrong person identifi robber|Robbery|Aggravated robbery can difficult to defend in court, unless the wrong person has been identified as the robber.
395|cr colorado code section defin offens aggrav robberi person commit offens aggrav robberi commit offens robberi also|Robbery|CRS  18-4-302 is the Colorado code section that defines the offense of Aggravated Robbery. A person commits the offense of aggravated robbery when he or she commits the offense of robbery; and also
396|robberi crime take attempt take anyth valu forc threat forc put victim fear|Robbery|Robbery is the crime of taking or attempting to take anything of value by force, threat of force, or by putting the victim in fear.
397|runaway minor someon age leav home without parent guardian permiss gone home overnight state run away crime howev runaway parent guardian face legal consequ adult encourag hide runaway charg crime|Runaway|A runaway is a minor (someone under the age of 18) who leaves home without a parent’s or guardian’s permission, and is gone from the home overnight. In most states, running away is not a crime; however, runaways and their parents or guardians can face legal consequences. Adults who encourage or hide runaways can be charged with a crime.
398|runaway often difficult situat|Runaway|Runaways are often in a difficult situation
399|run away gener crime describ statu offens state regardless whether particular state recogn run away statu offens polic alway take runaway custodi option avail polic includ|Runaway|Running away is generally not a crime, but as just described, it is a status offense in some states. Regardless of whether a particular state recognizes running away as a status offense, police can always take runaways into custody. The options available to police include:
400|parent legal guardian report runaway polic time|Runaway|Parents or legal guardians can report a runaway to the police at any time. 
401|unfortun year old voluntarili run away littl secur return household|Runaway|Unfortunately, when your 17 year old voluntarily runs away, there is very little you can do to secure their return to your household
402|court lack jurisdict year old runaway forc runaway return home|Runaway|The courts lack jurisdiction over a 17-year-old runaway to force that runaway to return to their home
403|runaway may charg crime aid abet|Runaway|runaway may be charged with a crime for aiding and abetting.
404|state law harbor runaway law make crime adult encourag minor run away hide runaway parent legal guardian exampl adult cannot|Runaway|Most states have laws against harboring runaways. These laws make it a crime for adults to encourage minors to run away, or to hide runaways from their parents or legal guardians. For example, an adult cannot:
405|runaway children defin children age eighteen leav home intent return|Runaway|Runaway children are defined as children under the age of eighteen, the leave home with the intention of not returning
406|child minor emancip run away home consid break law certain state|Runaway|Any child who is a minor and is not emancipated who runs away from home is considered to be breaking the law in certain states.
407|other refer sexual assault sexual batteri sexual batteri crimin sexual penetr|Sexual Assault|while others refer to it as sexual assault or sexual battery, sexual battery, or criminal sexual penetration. 
408|sexual assault sexual batteri hard know react may physic hurt emot drain unsur next may consid work crimin justic system unsur start learn step take follow sexual violenc help ground difficult time|Sexual Assault|After sexual assault or sexual battery, it’s hard to know how to react. You may be physically hurt, emotionally drained, or unsure what to do next. You may be considering working with the criminal justice system, but are unsure of where to start. Learning more about what steps you can take following sexual violence can help ground you in a difficult time.
409|sexual assault sexual batteri affect million american annual term encompass variou action involv behavior contact toward anoth person without consent action defin state law therefor differ jurisdict howev common exampl sexual assault sexual batteri includ|Sexual Assault|sexual assault or sexual batterys affect millions of Americans annually. The term encompasses various actions that involve behavior or contact toward another person without their consent. The actions are defined by state law and can therefore differ by jurisdiction. However, some common examples of sexual assault or sexual battery include
410|specif law vari state sexual assault sexual batteri gener refer crime offend subject victim sexual touch unwant offens crime rang sexual grope assault batteri|Sexual Assault|Specific laws vary by state, but sexual assault or sexual battery generally refers to any crime in which the offender subjects the victim to sexual touching that is unwanted and offensive. These crimes can range from sexual groping or assault/battery
411|gener sexual assault sexual batteri involuntari sexual contact occur actor use forc coercion victim incapacit law consid victim incapacit mental abil understand natur sexual act victim physic incap indic unwilling particip sexual conduct common exampl charg may aris use alcohol date rape drug make imposs victim legal consent sexual conduct|Sexual Assault|In general, sexual assault or sexual battery is involuntary sexual contact that occurs through the actor's use of force, coercion or the victim's incapacitation. The law will consider the victim incapacitated if he or she did not have the mental ability to understand the nature of the sexual acts, or if the victim was physically incapable of indicating their unwillingness to participate in the sexual conduct. Common examples of these charges may arise from the use of alcohol or date rape drugs, both of which can make it impossible for a victim to legally consent to sexual conduct.
412|offens commonli refer sexual assault sexual batteri mani state broader categori sexual batteri|Sexual Assault|offenses commonly referred to as sexual assault or sexual battery in many other states -- under the broader category of sexual battery.
413|oral anal vagin penetr union sexual organ anoth anal vagin penetr anoth object without parti consent capac provid consent howev sexual batteri includ act done bona fide medic purpos|Sexual Assault|Oral, anal, or vaginal penetration by, or union with, the sexual organ of another or the anal or vaginal penetration of another by any other object, without the other party's consent or capacity to provide consent; however, sexual battery does not include an act done for a bona fide medical purpose.
414|term sexual assault sexual batteri lay person term usual refer attack person sexual natur legal definit term actual differ howev state state state sexual assault sexual batteri|Sexual Assault|The term sexual assault or sexual battery, in lay person terms, usually refers to an attack on a person that is sexual in nature. The legal definition of this term actually differs, however, from state to state. In some states, sexual assault or sexual battery 
415|lack consent crucial compon sex crime sexual conduct becom crimin sexual touch consent either offend forc anoth person sexual|Sexual Assault|Lack of consent is the crucial component of sex crimes. Sexual conduct becomes criminal when sexual touch is not consented to, either because the offender forces another person to be sexual against his or her will,
416|act fall within definit sodomi vari quit bit narrow definit sodomi might includ anal sex two men sodomi also broadli defin includ sexual penetr asid vagin intercours includ oral anal sex whether two men two women man woman law differ whether sodomi includ digit penetr cunnilingu sometim sodomi law also prohibit bestial sodomi law law defin certain sexual act crime precis sexual act meant term sodomi rare spell law typic understood court includ sexual act deem unnatur immor sodomi typic includ anal sex oral sex bestial|Sexual Assault|Acts that fall within the definition of sodomy can vary quite a bit. The narrow definition of sodomy might include only anal sex between two men. Sodomy can also be more broadly defined to include any sexual penetration aside from vaginal intercourse, including oral and anal sex, whether between two men or two women or a man and a woman. Laws differ on whether sodomy includes digital penetration and cunnilingus. Sometimes, sodomy laws also prohibit bestiality A sodomy law is a law that defines certain sexual acts as crimes. The precise sexual acts meant by the term sodomy are rarely spelled out in the law, but are typically understood by courts to include any sexual act deemed to be unnatural or immoral. Sodomy typically includes anal sex, oral sex, and bestiality.
417|electron solicit electron solicit mean commun conduct telephon internet electron mean entic solicit person offend believ child commit submit unlaw sexual act|Solicitation|Electronic solicitation. (a) Electronic solicitation is, by means of communication conducted through the telephone, internet or by other electronic means, enticing or soliciting a person, whom the offender believes to be a child, to commit or submit to an unlawful sexual act.
418|solicit request petit intend obtain someth crimin urg advis order someon commit crime offer pay sex request money exchang sex attempt increas number one actual potenti clientel|Solicitation|solicitation A request or petition intended to obtain something; criminally urging, advising, or ordering someone to commit a crime; offering to pay for sex or requesting money in exchange for sex; an attempt to increase the number of one’s actual or potential clientele.
419|electron solicit see revisor note electron solicit mean commun conduct telephon internet electron mean entic solicit person offend believ child year age less year age commit submit unlaw sexual act entic solicit person offend believ child age commit submit unlaw sexual act|Solicitation|Electronic solicitation. [See Revisor's Note] (a) Electronic solicitation is, by means of communication conducted through the telephone, internet, or by other electronic means: (1) Enticing or soliciting a person whom the offender believes to be a child 14 or more years of age but less than 16 years of age to commit or submit to an unlawful sexual act; or (2) enticing or soliciting a person whom the offender believes to be a child under the age of 14 to commit or submit to an unlawful sexual act.
420|solicit act offer attempt purchas good servic|Solicitation|Solicitation is the act of offering, or attempting to purchase, goods or services
421|crime solicit request encourag demand someon engag crimin conduct intent facilit contribut commiss crime|Solicitation|The crime of solicitation is requesting, encouraging or demanding someone to engage in criminal conduct, with the intent to facilitate or contribute to the commission of that crime
422|sinc one solicit commiss varieti crime punish solicit vari wide vari state well solicit charg escal depend degre feloni allegedli solicit exampl solicit murder punish much higher degre feloni solicit prostitut|Solicitation|Since one can solicit the commission of a variety of crimes, punishment for solicitation can vary widely, and vary by state as well. Solicitation charges escalate depending on the degree of felony which was allegedly solicited. For example, solicitation of murder is punished as a much higher degree of felony than solicitation of prostitution.
423|urgent request plea entreati entic ask crimin offens urg someon commit unlaw act term solicit use varieti legal context person ask someon commit illeg act commit crimin act solicit|Solicitation|Urgent request, plea, or entreaty; enticing, asking. The criminal offense of urging someone to commit an unlawful act. The term solicitation is used in a variety of legal contexts. A person who asks someone to commit an illegal act has committed the criminal act of solicitation.
424|term solicit use varieti legal context person ask someon commit illeg act commit crimin act solicit|Solicitation|The term solicitation is used in a variety of legal contexts. A person who asks someone to commit an illegal act has committed the criminal act of solicitation.
425|crime solicit complet one person intent entic advis incit order otherwis encourag anoth commit crime|Solicitation|The crime of solicitation is completed if one person intentionally entices, advises, incites, orders, or otherwise encourages another to commit a crime
426|civil law solicit mean request appeal either oral written endeavor obtain seek plead fund properti financi assist thing valu includ promis grant money properti kind valu solicit may made write person telephon electron method|Solicitation|In civil law, solicitation means any request or appeal, either oral or written, or any endeavor to obtain, seek or plead for funds, property, financial assistance or other thing of value, including the promise or grant of any money or property of any kind or value. Solicitations may be made in writing, in person, or by telephone and other electronic methods
427|travel high speed road|Speed Limit|Traveling at high speeds on the roads
428|speed limit frame expect driver roadway user properli set speed limit provid safe consist reason speed protect driver|Speed Limit|speed limits frame expectations for drivers and other roadway users. Properly set speed limits provide a safe, consistent, and reasonable speed to protect drivers
429|speed limit unit state set state territori state also allow counti municip enact typic lower limit highway speed limit rang urban low mph km h rural high mph km h speed limit typic post increment five mile per hour|Speed Limit|Speed limits in the United States are set by each state or territory. States have also allowed counties and municipalities to enact typically lower limits. Highway speed limits can range from an urban low of 25 mph (40 km/h) to a rural high of 85 mph (137 km/h). Speed limits are typically posted in increments of five miles per hour 
430|highest speed limit gener mph km h west coast inland eastern state mph km h inland western state along arkansa louisiana mph|Speed Limit|The highest speed limits are generally 70 mph (113 km/h) on the West Coast and the inland eastern states, 75–80 mph (121–129 km/h) in inland western states, along with Arkansas and Louisiana. 65–70 mph
431|set speed limit tradit respons state except period time feder govern enact mandatori speed limit ceil interst highway similar limit access road nation maximum speed limit|Speed Limit|Setting speed limits has traditionally been the responsibility of states, except for the period of 1973-1994. During that time, the federal government enacted mandatory speed limit ceilings on interstate highways and similar limited access roads through a National Maximum Speed Limit.
432|speed maximum limit unsaf driver other road|Speed Limit|Speeding over maximum limits is unsafe for the driver and others on the road
433|drive minimum speed limit actual caus danger highway|Speed Limit|Driving under the minimum speed limit actually causes more danger on the highway
434|state set minimum speed limit highway feel would becom danger one travel certain speed|Speed Limit|States can set a minimum speed limit on highways they feel would become dangerous if one were to travel below the a certain speed
435|illeg speed howev unlik pull mile highway mile hour speed limit like get pull|Speed Limit|It is illegal to speed, however it is unlikely you will be pulled over for doing 3 miles over on a highway, 5 to 10 miles an hour over the speed limit is more likely to get you pulled over
436|pay attent speed limit area unfamiliar avoid unexpectedli pull|Speed Limit|Pay attention to speed limits in areas you are unfamiliar with to avoid being unexpectedly pulled over
437|stalk done someon known victim current former partner yet victim stalk complet stranger|Stalking|Most stalking is done by someone known to the victim, such as a current or former partner. Yet some victims are stalked by complete strangers.
438|stalk includ wide array behavior|Stalking|Stalking can include a wide array of behaviors:
439|page list applic state crime address stalk howev depend fact case stalker might also charg crime|Stalking|This page lists the most applicable state crimes addressing stalking. However, depending on the facts of the case, a stalker might also be charged with other crime
440|crime stalk simpli describ unwant pursuit anoth person|Stalking|The crime of stalking can be simply described as the unwanted pursuit of another person
441|individu action must consid connect action determin someon stalk|Stalking|The individual's actions must be considered in connection with other actions to determine if someone is being stalked
442|state stalk law pertain rel new crime involv clear pattern conduct offend follow harass|Stalking|In most states, stalking laws pertain to the relatively new crime involving a clear pattern of conduct in which the offender follows, harasses
443|addit crimin charg suspect stalk may subject term protect order|Stalking|In addition to criminal charges, those suspected of stalking may be subject to the terms of a protective order
444|stalk unwant repeat surveil individu group toward anoth person|Stalking|Stalking is unwanted and/or repeated surveillance by an individual or group toward another person
445|stalk behavior may involv follow victim monitor|Stalking|Stalking behaviors may involve following the victim or monitoring them
446|victim stalk advis call local polic depart report stalk|Stalking|if you are a victim of stalking it is advised that you call your local police department to report the stalking
447|theft law deal varieti crime defend take money asset servic properti intent perman depriv owner properti|Theft|Theft law deals with a variety of crimes in which the defendant takes money, assets, services, or other property with the intent of permanently depriving the owner of the property. 
448|theft statut indic minimum valu stolen properti must order defend convict specif law|Theft|Theft statutes will indicate what the minimum value of the stolen property must be in order for the defendant to be convicted under that specific law. 
449|crimin depriv properti motor vehicl defin k amend thereto upon first second convict class public offens|Theft|Criminal deprivation of property that is a motor vehicle, as defined in K.S.A. 8-1437 and amendments thereto, upon a first or second conviction is a Class A public offense. 
450|grand theft auto gta seriou crime involv steal vehicl intent keep perman steal car purpos take around block joyrid would consid grand theft auto person steal vehicl go sell part charg grand theft auto like|Theft|Grand theft auto (GTA) is a serious crime that involves stealing a vehicle with the intent of keeping it permanently. Stealing a car for the purpose of taking it around the block, or joyriding, would not be considered grand theft auto. If a person were to steal the vehicle and then go on to sell any part of it, then a charge of grand theft auto is likely.
451|case involv valuabl stolen properti specif properti whose valu exce limit discuss individu may face charg grand theft grand theft misdemeanor feloni depend circumst theft prosecutor leeway consid thing like type properti stolen|Theft|For cases involving more valuable stolen property, specifically property whose value exceeds the limit discussed above, an individual may face charges of grand theft. Grand theft can be a misdemeanor or a felony depending on the circumstances of the theft. Prosecutors have leeway to consider things like the type of property stolen
452|crime receiv stolen properti defin knowingli receiv stolen properti intent perman depriv owner properti possess order defend convict properti defend receiv must stolen|Theft|The crime of receiving stolen property is defined as knowingly receiving stolen property with the intent to permanently deprive the owner of the property of its possession. In order for a defendant to be convicted, the property that the defendant receives must be stolen.
453|receiv stolen properti crime occur someon acquir good knowledg stolen unlaw taken u state law regard receipt stolen properti also feder crime item involv interst commerc gener move one state anoth valu|Theft|Receiving stolen property is a crime that occurs when someone acquires goods with the knowledge that they have been stolen or unlawfully taken. All U.S. states have laws regarding the receipt of stolen property, and it can also be a federal crime if the items are involved in interstate commerce, generally, if they moved from one state to another, and have a value over $5,000
454|receipt stolen properti often either misdemeanor lower level feloni sentenc rang fine suspend sentenc ten year fine state base sentenc much properti worth increas sentenc higher monetari valu|Theft|Receipt of stolen property is often either a misdemeanor or a lower-level felony, with sentences ranging from a fine or suspended sentence up to ten years and a fine. Some states base sentences on how much the property is worth, with increased sentences for higher monetary values
455|theft often defin unauthor take properti anoth intent perman depriv within definit lie two key element|Theft|Theft is often defined as the unauthorized taking of property from another with the intent to permanently deprive them of it. Within this definition lie two key elements:
456|key question theft case type properti stolen much properti actual worth determin categori degre theft charg accus could face mani jurisdict creat degre theft crime exampl third degre theft might misdemeanor involv properti rel low market valu hand first degre theft could classifi feloni stolen properti valu limit establish law|Theft|Other key questions in theft cases are: 1) what type of property was stolen; and 2) how much the property was actually worth. This determines the category and/or degree of theft charges that an accused could face. Many jurisdictions create degrees of theft crimes. For example, a third degree theft might be a misdemeanor involving property with a relatively low market value. On the other hand, a first degree theft could be classified as a felony with stolen property valued above a limit established by law.
457|trespass legal term situat one person enter onto land anoth without permiss legal right|Trespass|Trespassing is the legal term for the situation in which one person enters onto the land of another without permission or the legal right to be there.
458|mani place fail dispers loiter consid trespass although loiter isnt consid seriou busi strict rule come loiter depend circumst law place act occur trespass may consid crime civil wrong call tort|Trespass|In many places, failing to disperse, or loitering is considered trespassing. Although loitering isn't considered by most to be that serious, some businesses have strict rules when it comes to loitering. Depending on the circumstances and the law in place where the act occurs, trespassing may be considered a crime, a civil wrong (called a tort), or both.
459|state law defin crimin trespass somewhat differ typic element crime intent enter remain someon els properti without author|Trespass|While state laws define criminal trespassing somewhat differently, the typical elements of the crime are: intentionally entering or remaining on someone else’s property without authorization.
460|order commit crimin trespass must either go onto properti know permiss remain properti learn right accident wander onto someon land hike exampl typic consid crimin trespass|Trespass|In order to commit criminal trespass, you must either go onto property knowing that you don’t have permission to be there or remain on property after learning that you don’t have the right to be there. Accidentally wandering onto someone’s land while hiking, for example, typically isn’t considered criminal trespass.
461|mani state law requir warn allow properti convict trespass properti properti owner directli tell trespass leav premis mani state way provid notic properti limit exampl sign say trespass fenc around properti lock door properti job|Trespass|In many states, laws require there be a warning that you aren’t allowed to be on property before you can be convicted for trespassing on the property. While a property owner can directly tell a trespasser to leave the premises, in many states, there are other ways to provide notice that property is off limits. For example, a sign saying No Trespassing, a fence around the property, or a locked door to the property will do the job.
462|trespass defin act knowingli enter anoth person properti without permiss|Trespass|Trespass is defined by the act of knowingly entering another person’s property without permission
463|commit crimin trespass whenev enter onto properti know right enter remain properti learn right trespass occur privat public properti receiv verbal warn properti limit park common place trespass occur park signag hour oper enter stay beyond park hour oper may land crimin trespass charg|Trespass|You commit a criminal trespass whenever you enter onto property which you know you do not have the right to enter, or remain on property after learning you do not have the right to be there. Trespassing can occur on both private and public property, and you do not have to receive a verbal warning that the property is off limits. Parks are a common place where trespassing occurs, most parks have signage with the hours of operation. Entering or staying beyond the park's hours of operation may land you a criminal trespass charge.
464|even enter structur properti owner permiss still commit trespass owner later order leav choos remain exampl hous guest refus leav|Trespass|Even if you enter a structure or property with the owner's permission, you can still commit trespassing if the owner later orders you to leave but you choose to remain, for example as a house guest who refuses to leave.
465|person convict crimin trespass face rang penalti crimin trespass situat court impos signific jail penalti fine lengthi probat period though potenti penalti differ among state trespass typic consid minor crime usual associ stiff penalti howev depend circumst case law state trespass convict lead signific jail sentenc penalti|Trespass|A person convicted of criminal trespass faces a range of penalties. In most criminal trespass situations courts do not impose significant jail penalties, fines, or lengthy probation periods, though the potential penalties differ among states. Trespassing is typically considered a minor crime and is not usually associated with stiff penalties. However, depending on the circumstances of the case and the laws in your state, a trespassing conviction can lead to a significant jail sentence and other penalties.
466|trespass civil crimin consequ properti owner may abl sue someon enter land without permiss meanwhil trespass also may face charg prosecutor would need prove defend intent enter someon els properti without permiss remain told leav charg usual aris context privat properti also aris someon enter store busi even citi state park permit crimin trespass gener consid seriou crime|Trespass|Trespassing can have both civil and criminal consequences. A property owner may be able to sue someone who enters their land without permission. Meanwhile, the trespasser also may face charges. The prosecutor would need to prove that the defendant intentionally entered someone else’s property without permission, or remained there after being told to leave. This charge usually arises in the context of private property, but it can also arise if someone enters a store or other business, or even a city or state park, when they are not permitted to be there. Criminal trespass generally is not considered to be a serious crime.
467|traffic law includ yield emerg vehicl polic car firetruck ambul unlaw act drive unsaf lane chang emerg alley driveway build incorrectli travel wrong way one way street follow close driver drive unsaf tire imped flow traffic pass pass zone unsaf back travel median roadway cut traffic display licens plate visibl locat driver vehicl emerg alley driveway build park lot place immedi prior drive onto sidewalk sidewalk area extend across alleyway driveway entranceway shall yield right way pedestrian upon enter sidewalk sidewalk area extend across alleyway driveway entranceway may necessari avoid collis enter roadway shall compli provis section kansass seat belt law hold primari enforc front seat passeng secondari enforc passeng age back seat children age must wear proper protect base age weight height whether dark window tint modifi exhaust system drag race alter car appear ad neon light bottom certain vehicl modif illeg state across u differ law regul fine vari state state that findlaw come weve assembl handi chart link state law relat illeg car modif|Vehicle / Traffic Violation|Some traffic laws include, yielding to emergency vehicles, such as police cars, firetrucks, or ambulances. Some unlawful acts while driving are unsafe lane changes, emerging from an alley, driveway, or building incorrectly, travelling the wrong way on a one way street, following too close to other drivers, driving on unsafe tires, impeding the flow of traffic, passing in a no pass zone, unsafely backing up, travelling on the median of a roadway, cutting in to traffic, displaying your license plate in a visible location. The driver of a vehicle emerging from an alley, driveway, building, parking lot, or other place, immediately prior to driving onto a sidewalk or into the sidewalk area extending across any such alleyway, driveway, or entranceway, shall yield the right-of-way to any pedestrian upon or about to enter such sidewalk or sidewalk area extending across such alleyway, driveway, or entranceway, as may be necessary to avoid collision, and when entering the roadway shall comply with the provisions of section Kansas's seat belt law holds primary enforcement for front seat passengers and a secondary enforcement for passengers under the age of 18 in the back seat. Children under the age of 18 must wear the proper protection based on their age, weight, and height Whether it is dark window tinting, modifying your exhaust system so you can drag race, or altering your car's appearance by adding neon lights to the bottom, certain vehicle modifications are illegal. Each state across the U.S. has different laws and regulations, and fines vary from state-to-state. That's where FindLaw comes in. We've assembled a handy chart with links to all 50 state laws relating to illegal car modifications.
468|tag need renew yearli top tag need renew monthli drive tag date mean tag illeg could charg drive illeg tag stop front railroad gate go around railroad gate wait train cross railroad engin may abl stop train time right turn red light signal stop red traffic light stop line limit line one enter intersect sign prohibit right turn red light may turn right care pedestrian bicyclist vehicl move green light note right turn red light prohibit law new york citi light signal restrict except certain vehicl includ school church day care buse time specifi k amend thereto light lamp illumin devic upon motor vehicl head lamp spot lamp auxiliari lamp flash turn signal vehicular hazard warn lamp school bu warn lamp project beam light intens greater candlepow shall direct part high intens portion beam strike level roadway vehicl stand distanc feet vehicl|Vehicle / Traffic Violation|Tags need to be renewed yearly, on top of that, tags need to be renewed monthly. Driving with tags that are out of date means the tags are illegal and you could be charged with driving with illegal tags. Stop in front of railroad gates, do not go around railroad gate, wait for train to cross railroad. The engineer may not be able to stop the train in time. Right Turn against a Red Light: Signal and stop for a red traffic light before the stop line (or limit line), if there is one, or before entering the intersection. If there is no sign that prohibits a right turn on the red light, you may turn right. Be careful that you do not   with pedestrians, bicyclists, or vehicles moving on their green light. Note that a right turn on red light is prohibited by law in New York City. Lights and signals; restrictions; exceptions for certain vehicles including school, church and day care buses. (a) During the times specified in K.S.A. 8-1703, and amendments thereto, any lighted lamp or illuminating device upon a motor vehicle, other than head lamps, spot lamps, auxiliary lamps, flashing turn signals, vehicular hazard warning lamps and school bus warning lamps, which projects a beam of light of an intensity greater than 300 candlepower shall be so directed that no part of the high intensity portion of the beam will strike the level of the roadway on which the vehicle stands at a distance of more than 75 feet from the vehicle.
469|reckless drive careless drive often defin mental state driver display wanton disregard rule road driver misjudg common drive procedur prepar turn reduc speed stay far right possibl begin turn lane nearest right hand curb end turn lane nearest right hand curb give turn signal yield pedestrian may cross path scan bicyclist path avoid make wide sweep turn lane kansa law specif size crack chip permit howev statut state illeg drive vehicl damag front windshield window present substanti obstruct driver view road intersect road|Vehicle / Traffic Violation|Reckless driving or careless driving is often defined as a mental state in which the driver displays a wanton disregard for the rules of the road; the driver misjudges common driving procedures. As you prepare to turn, reduce speed and stay as far to the right as possible. Begin the turn in the lane nearest to the right-hand curb and end the turn in the lane nearest the right-hand curb. Give turn signal. Yield to pedestrians who may be crossing your path. Scan for any bicyclist in your path. Avoid making wide, sweeping turns in the other lane. Kansas law is not specific on the size of cracks or chips that are permitted. However, the statute states that: It is illegal to drive a vehicle if the damage to the front windshield or windows presents a substantial obstruction to the driver's view of the road and intersecting roads
470|drive defect taillight drive carelessli danger drive recklessli make sure lamp light brake equip properli work vehicl law appli bike well law crack windshield exampl wisconsin depart transport state drive car crack windshield depend crack driver need pay attent road time drive inattent drive lead ticket repeat inattent drive may result loss drive privileg|Vehicle / Traffic Violation|Driving with a defective taillight. Driving carelessly is just as dangerous as driving recklessly. Make sure all lamps, lights, brakes and other equipment are properly working in your vehicle. All these laws apply to bikes as well. What is the law for a cracked windshield? For example, the Wisconsin Department of Transportation states that you can drive a car with a cracked windshield but it depends on where the crack is. Drivers need to pay attention to the road at all times while driving. Inattentive driving will lead to a ticket. Repeated inattentive driving may result in loss of driving privileges.
471|run stop sign run stop sign one careless danger action perform driver prepar turn reduc speed stay far right possibl begin turn lane nearest right hand curb end turn lane nearest right hand curb give turn signal yield pedestrian may cross path scan bicyclist path avoid make wide sweep turn lane make illeg u turn run stop sign failur wear seat belteach state provinc set law describ specif tire requir tread wear condit well use winter snow ice traction devic stud tire chain|Vehicle / Traffic Violation|Do not run stop signs. Running a stop sign is one of the most careless and dangerous actions you can perform as a driver. As you prepare to turn, reduce speed and stay as far to the right as possible. Begin the turn in the lane nearest to the right-hand curb and end the turn in the lane nearest the right-hand curb. Give turn signal. Yield to pedestrians who may be crossing your path. Scan for any bicyclist in your path. Avoid making wide, sweeping turns in the other lane. Making an Illegal U-Turn Running a Stop Sign Failure to Wear Seat BeltEach state/province has a set of laws that describe specific tire requirements such as tread wear and condition, as well as the use of winter (snow and ice) traction devices such as studded tires and chains
472|right turn red light signal stop red traffic light stop line limit line one enter intersect sign prohibit right turn red light may turn right care pedestrian bicyclist vehicl move green light note right turn red light prohibit law new york citi everi motor vehicl manufactur januari shall windshield made safeti glass glass shall plainli mark identifi safeti glass certif glass supplier state glass approv safeti glass shall carri vehicl oper vehicl inspect|Vehicle / Traffic Violation|Right Turn against a Red Light: Signal and stop for a red traffic light before the stop line (or limit line), if there is one, or before entering the intersection. If there is no sign that prohibits a right turn on the red light, you may turn right. Be careful that you do not   with pedestrians, bicyclists, or vehicles moving on their green light. Note that a right turn on red light is prohibited by law in New York City. Every motor vehicle manufactured after January 1, 1936, shall have a windshield made of safety glass. Such glass shall be plainly marked to identify it as safety glass or a certification from the glass supplier stating that the glass is approved safety glass shall be carried in the vehicle during operation or vehicle inspection, or both.
473|unit state law reckless drive major move traffic violat usual seriou offens careless drive improp drive drive without due care attent may univers traffic signal red light know mean see stop goe ubiquit red stop sign yet coast coast everi day traffic citat written run stop light stop sign headlight must use sunset sunris headlight must use cannot see feet front headlight also requir windshield wiper|Vehicle / Traffic Violation|In United States law, reckless driving is a major moving traffic violation. It is usually a more serious offense than careless driving, improper driving, or driving without due care and attention It may be the most universal of traffic signals: the red light. We all know what it means when we see it: Stop. Same goes for the ubiquitous red stop sign. Yet, from coast to coast, every day there are traffic citations being written for running stop lights or stop signs. Headlights must be in use from sunset to sunrise. Headlights must be in use when you cannot see more than 1000 feet in front of you. Headlights are also required when the windshield wipers are on
